1 38183 50 100 20 9790 27563
1 21789 50 100 20 6271 16743
1 10012 50 100 20 2395 7776
1 5920 50 100 20 1938 4222
1 2630 50 100 20 560 1564
1 763 50 100 20 186 425
1 284 50 100 20 19 119
2 38183 10 100 20 1910 6494
2 38183 11 100 20 3246 9724
2 38183 12 100 20 2923 8586
2 38183 13 100 20 3062 9359
2 38183 14 100 20 3164 7556
2 38183 15 100 20 3040 7956
2 38183 16 100 20 3613 9933
2 38183 17 100 20 3253 10423
2 38183 18 100 20 3692 11122
2 38183 19 100 20 4264 13017
2 38183 20 100 20 4197 10546
2 38183 21 100 20 4054 12882
2 38183 22 100 20 5338 13450
2 38183 23 100 20 4515 12176
2 38183 24 100 20 6778 15454
2 38183 25 100 20 4795 13189
2 38183 26 100 20 7418 15875
2 38183 27 100 20 5323 14965
2 38183 28 100 20 6010 19666
2 38183 29 100 20 5569 17250
2 38183 30 100 20 7211 16164
2 38183 31 100 20 7011 20875
2 38183 32 100 20 7608 18377
2 38183 33 100 20 6525 18335
2 38183 34 100 20 7564 22738
2 38183 35 100 20 7081 19323
2 38183 36 100 20 8928 21609
2 38183 37 100 20 8242 22966
2 38183 38 100 20 8152 23958
2 38183 39 100 20 7427 19133
2 38183 40 100 20 7831 18844
2 38183 41 100 20 8755 22924
2 38183 42 100 20 11032 21364
2 38183 43 100 20 9314 22788
2 38183 44 100 20 8714 21965
2 38183 45 100 20 8721 22199
2 38183 46 100 20 9126 23535
2 38183 47 100 20 11145 27100
2 38183 48 100 20 10429 27127
2 38183 49 100 20 10530 25497
2 38183 50 100 20 11808 26433
2 38183 51 100 20 11150 28196
2 38183 52 100 20 11363 25403
2 38183 53 100 20 11236 28889
2 38183 54 100 20 10760 31056
2 38183 55 100 20 14053 34083
2 38183 56 100 20 15794 31105
2 38183 57 100 20 15649 31673
2 38183 58 100 20 13341 34104
2 38183 59 100 20 16605 32464
2 38183 60 100 20 14361 34801
2 38183 61 100 20 15355 31997
2 38183 62 100 20 15191 35347
2 38183 63 100 20 15729 34824
2 38183 64 100 20 17617 41056
2 38183 65 100 20 14993 38672
2 38183 66 100 20 17234 36078
2 38183 67 100 20 17262 43401
2 38183 68 100 20 23012 39175
2 38183 69 100 20 16169 33977
2 38183 70 100 20 23759 35979
2 38183 71 100 20 15882 37549
2 38183 72 100 20 17147 43723
2 38183 73 100 20 17981 36303
2 38183 74 100 20 19051 40925
2 38183 75 100 20 19031 38545
2 38183 76 100 20 24861 44592
2 38183 77 100 20 18030 40858
2 38183 78 100 20 18796 41496
2 38183 79 100 20 18896 42583
2 38183 80 100 20 25113 45709
2 38183 81 100 20 20611 42572
2 38183 82 100 20 20444 42538
2 38183 83 100 20 23093 47768
2 38183 84 100 20 24712 45509
2 38183 85 100 20 22755 45607
2 38183 86 100 20 22048 46590
2 38183 87 100 20 23139 43433
2 38183 88 100 20 23874 48172
2 38183 89 100 20 22275 47880
2 38183 90 100 20 21680 43801
2 38183 91 100 20 27264 48353
2 38183 92 100 20 29479 52130
2 38183 93 100 20 22785 49625
2 38183 94 100 20 25145 56933
2 38183 95 100 20 26927 50618
2 38183 96 100 20 25754 51352
2 38183 97 100 20 24358 55338
2 38183 98 100 20 26193 55636
2 38183 99 100 20 28077 55934
2 38183 100 100 20 28397 55966
3 38183 50 10 20 1053 4186
3 38183 50 11 20 1170 4536
3 38183 50 12 20 1286 4877
3 38183 50 13 20 1403 5235
3 38183 50 14 20 1502 5587
3 38183 50 15 20 1631 5939
3 38183 50 16 20 1743 6293
3 38183 50 17 20 1869 6643
3 38183 50 18 20 1999 6985
3 38183 50 19 20 2127 7324
3 38183 50 20 20 2265 7653
3 38183 50 21 20 2391 7977
3 38183 50 22 20 2524 8295
3 38183 50 23 20 2655 8609
3 38183 50 24 20 2773 8926
3 38183 50 25 20 2892 9247
3 38183 50 26 20 3004 9566
3 38183 50 27 20 3125 9878
3 38183 50 28 20 3247 10190
3 38183 50 29 20 3369 10514
3 38183 50 30 20 3493 10842
3 38183 50 31 20 3626 11159
3 38183 50 32 20 3770 11479
3 38183 50 33 20 3915 11770
3 38183 50 34 20 4043 12040
3 38183 50 35 20 4155 12297
3 38183 50 36 20 4279 12561
3 38183 50 37 20 4394 12824
3 38183 50 38 20 4504 13078
3 38183 50 39 20 4623 13337
3 38183 50 40 20 4738 13600
3 38183 50 41 20 4856 13863
3 38183 50 42 20 4967 14120
3 38183 50 43 20 5083 14384
3 38183 50 44 20 5203 14657
3 38183 50 45 20 5330 14933
3 38183 50 46 20 5455 15201
3 38183 50 47 20 5567 15496
3 38183 50 48 20 5709 15817
3 38183 50 49 20 5833 16132
3 38183 50 50 20 5951 16458
3 38183 50 51 20 6061 16776
3 38183 50 52 20 6174 17084
3 38183 50 53 20 6315 17402
3 38183 50 54 20 6430 17723
3 38183 50 55 20 6541 18049
3 38183 50 56 20 6664 18362
3 38183 50 57 20 6776 18674
3 38183 50 58 20 6885 18994
3 38183 50 59 20 6996 19306
3 38183 50 60 20 7118 19614
3 38183 50 61 20 7242 19885
3 38183 50 62 20 7369 20140
3 38183 50 63 20 7491 20396
3 38183 50 64 20 7609 20661
3 38183 50 65 20 7720 20933
3 38183 50 66 20 7832 21214
3 38183 50 67 20 7958 21518
3 38183 50 68 20 8088 21836
3 38183 50 69 20 8226 22152
3 38183 50 70 20 8384 22456
3 38183 50 71 20 8542 22776
3 38183 50 72 20 8696 23118
3 38183 50 73 20 8846 23405
3 38183 50 74 20 9042 23713
3 38183 50 75 20 9210 24036
3 38183 50 76 20 9356 24355
3 38183 50 77 20 9506 24668
3 38183 50 78 20 9663 24982
3 38183 50 79 20 9822 25300
3 38183 50 80 20 9997 25640
3 38183 50 81 20 10184 25961
3 38183 50 82 20 10345 26269
3 38183 50 83 20 10504 26587
3 38183 50 84 20 10693 26903
3 38183 50 85 20 10870 27219
3 38183 50 86 20 11056 27527
3 38183 50 87 20 11236 27815
3 38183 50 88 20 11446 28070
3 38183 50 89 20 11617 28328
3 38183 50 90 20 11785 28584
3 38183 50 91 20 11964 28836
3 38183 50 92 20 12136 29099
3 38183 50 93 20 12279 29364
3 38183 50 94 20 12419 29628
3 38183 50 95 20 12555 29886
3 38183 50 96 20 12697 30142
3 38183 50 97 20 12853 30402
3 38183 50 98 20 12993 30675
3 38183 50 99 20 13137 30944
3 38183 50 100 20 13270 31209
3 38183 50 101 20 13431 31477
3 38183 50 102 20 13572 31783
3 38183 50 103 20 13691 32095
3 38183 50 104 20 13810 32418
3 38183 50 105 20 13967 32746
3 38183 50 106 20 14125 33067
3 38183 50 107 20 14253 33382
3 38183 50 108 20 14465 33723
3 38183 50 109 20 14625 34041
3 38183 50 110 20 14780 34350
3 38183 50 111 20 14926 34686
3 38183 50 112 20 15049 34999
3 38183 50 113 20 15169 35348
3 38183 50 114 20 15288 35766
3 38183 50 115 20 15414 36239
3 38183 50 116 20 15538 36729
3 38183 50 117 20 15661 37180
3 38183 50 118 20 15777 37641
3 38183 50 119 20 15894 38075
3 38183 50 120 20 16028 38493
3 38183 50 121 20 16167 38918
3 38183 50 122 20 16343 39341
3 38183 50 123 20 16613 39700
3 38183 50 124 20 16803 40047
3 38183 50 125 20 16997 40383
3 38183 50 126 20 17185 40722
3 38183 50 127 20 17350 41069
3 38183 50 128 20 17614 41430
3 38183 50 129 20 17807 41780
3 38183 50 130 20 18050 42128
3 38183 50 131 20 18254 42483
3 38183 50 132 20 18474 42837
